num,                                                                                                                                             text,      screenName,retweetCount,retweeted,longitude,latitude
463,                                                                         #tbt I miss Israel. And it's iced coffee. #israel http://t.co/CLio5zL9QN,       KUHRiiNUH,0,FALSE,       NA,      NA
464,                                             @MumbaiAnonymous not everyone....poor ones like me having coffee before starting the day at work : (,     Senorita000,0,FALSE,       NA,      NA
465,                                                                                                          Coffee is the best thing to ever happen,      rosiescala,0,FALSE,       NA,      NA
466,                                                                                                                                  drinking coffee,      ALAP_MAHAR,0,FALSE,       NA,      NA
467,                                                                                                @Felicialuvsxc hahaha!! Talking about coffee! Lol,     InvisibleM3,0,FALSE,       NA,      NA
468,"     I want to crawl in a hole and never order anything online again. Coffee table, kitchen table, &amp; kindle all broken/missing parts in 1 wk.",   stevebarnhart,0,FALSE,       NA,      NA
469,                                                                                                              RT @MariaLiv07: Black coffee is key,        fulgcity,1,FALSE,       NA,      NA
470,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,      CoreyColbo,42,FALSE,       NA,      NA
471,"                                                    RT @Luke5SOS: just put chocolate milk in the top of my coffee, I think I just changed history", Luv_1DInfection,11349,FALSE,       NA,      NA
472,"                                                                                                 @AmberrrMaee I?ll be there, have my coffee ready", xThat1Halfrican,1,FALSE,       NA,      NA
473,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?", chadwil57397504,1600,FALSE,       NA,      NA
474,"     RT @EXOFANBASE_: #imagine you make a coffee in the morning,suddenly chanyeol came and hug u in behind, put his chin in ur shoulder and said?",      sasgiarhml,15,FALSE,       NA,      NA
475,                                           I drink 3/4 of my coffee and leave the rest so I can take a sip every time a staff member looks my way,        napquest,0,FALSE,       NA,      NA
476,                Photo: Midnight feast yo with the dad :D #icecream #coffee #chocolate #dessert #food #love #father #dad... http://t.co/6GtNYJwqVx,         subranu,0,FALSE,       NA,      NA
477,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",     NathanpPeck,1600,FALSE,       NA,      NA
478,                  Starbucks at least twice a day? Umm... YES PLEASE! Thank you rest of the world for having the best Coffee shop ever! @Starbucks,   SofiFlorez143,0,FALSE,       NA,      NA
479,                                                       @sutterink @KimFCoates my coffee mug can kick your coffee mug's ass http://t.co/SP3qINkjzU,     bassofd_e_o,0,FALSE,       NA,      NA
480,                                   Cheer up :) ? totally lied to you.. I made myself an ice coffee.. it's good im happy... http://t.co/qYP11zmfOA,          _Rae15,0,FALSE,       NA,      NA
481,                         Midnight feast yo with the dad :D #icecream #coffee #chocolate #dessert #food #love #father #dad? http://t.co/IodvjaG9MO,         subranu,0,FALSE,       NA,      NA
482,       @drgoddess You're killing me with this no coffee n no beer. Don't say you don't like chocolate next. I'll have 2 delete my twitter account,           DrTMG,0,FALSE,       NA,      NA
483,"                I have Coffee Tree on my island! Now my island is even more awesome! http://t.co/P7HlYnRzQu #android, #androidgames, #gameinsight",    janetumanduk,0,FALSE,       NA,      NA
484,                                                                                   Coffee and laying on the roof to watch airplanes taking off (:, killayellowball,0,FALSE,       NA,      NA
485,                                                                                                                                but i hate coffee,     vapourharry,0,FALSE,       NA,      NA
486,                                              RT @Choose_A_Side: Here are some things I bet you didn't know about coffee.. http://t.co/eEgBfAN3d8,      BaIIplayer,5,FALSE,       NA,      NA
487,                                                                                                                      coffee and bagel for brekky,     jozebolivar,0,FALSE,       NA,      NA
488,                                                                                             work n coffee n coffee n work http://t.co/tiHVUVDCwJ,     alexzenzola,0,FALSE,       NA,      NA
